22678622	0
22678646	0
22678670	0
22678694	0
22614074	1
22614097	0
22614127	1
22614150	0
50997434	0
50997461	1
50997488	0
50997515	1
24055445	1
24055464	1
24055483	1
24055502	1
22580192	0
22580218	0
22580244	0
22580270	0
50998032	0
50998059	1
50998086	0
50998113	1
50997742	0
50997769	0
50997796	0
50997823	0
22670620	0
22670643	0
22670673	0
22670703	0
53581379	0
53581406	1
53581433	0
53581460	1
24065833	0
24065860	0
24065887	0
24065914	0
24055877	0
24055904	0
24055931	0
24055958	0
53587427	0
53587454	0
53587481	0
53587508	0
51049462	0
51049489	0
51049516	0
51049543	0
51049628	0
51049655	0
51049682	0
51070197	0
53580611	0
53580638	0
53580665	0
53580692	0
53586960	0
53586987	0
53587014	0
53587041	0
51048891	0
51048918	0
51048945	0
51048972	0
20588458	0
20588510	0
20588536	1
20588562	1
22670809	1
22670832	0
22670855	1
22670878	0
22678953	1
22678980	0
22679008	1
22679036	0
50998413	0
50998440	0
50998467	0
50998494	0
20587294	0
20587320	0
20587346	0
20587372	0
20587466	0
20587492	0
20587518	0
20587544	0
50996201	0
50996228	0
50993787	0
50993814	0
50993841	0
50993868	0
50993895	0
50993922	0
50993949	0
50993976	0
22614353	0
22614379	1
22614405	0
22614431	1
53587572	0
53587599	0
50996800	0
50996827	0
50996854	0
50996881	0
50993399	0
50993426	0
27829134	1
27829161	0
27829188	1
27829215	0
50997223	0
50997250	0
50997277	0
50997304	0
22670442	0
22670465	1
22670488	0
22670511	1
53581769	0
53581796	0
24065530	1
24065557	0
24065584	1
24065611	0
53587104	0
53587131	0
30011484	0
30011507	1
30011530	0
30011553	1
24055573	0
24055600	1
24055627	0
24055654	1
24065680	0
24065707	1
24065734	0
24065761	1
50999432	1
50999459	1
51048738	0
51048765	0
50998177	0
50998204	0
50998231	0
50998258	0
20588308	0
20588334	0
22678787	0
22678810	0
22678833	0
22678856	0
22580341	0
22580367	0
22580393	0
22580419	0
24055149	1
24055176	0
24055203	1
20587994	1
20588020	0
20588046	1
20588072	0
26933772	0
26933801	1
26933830	0
26933859	1
50995762	0
50995789	0
22670278	1
22670301	0
22670324	1
22670347	0
53582540	0
53582567	0
22427682	0
22427705	1
22427728	0
22427751	1
22613624	0
22613650	1
22613676	0
22613702	1
24055274	1
24055328	0
24055355	1
24055382	0
53586361	0
53586388	0
53586415	0
53586442	0
30011647	0
30011674	1
30011700	0
30011727	1
53581860	0
53581887	0
53581914	0
53581941	0
20588138	0
20588164	0
20588190	1
20588216	1
50996945	0
50996972	0
50996999	0
50997026	0
50997053	0
50997080	0
50997107	0
50997134	0
20587758	0
20587784	0
20587810	0
20587836	0
50996056	0
50996083	0
50996110	0
50996137	0
53582395	0
53582422	0
53582449	0
53582476	0
50999094	0
50999121	0
50999148	0
50999175	0
50999246	0
50999273	0
50999300	0
50999327	0
50994535	0
50994562	0
50994589	0
50994616	0
22427840	1
22427864	0
22579730	1
22579754	0
30011798	0
30011824	1
30011850	0
30318067	1
50996709	0
50996736	0
51049053	0
51049080	0
51049107	0
51049134	0
22614236	1
22614266	1
50994706	0
50994733	0
50994760	0
50994787	0
50994814	0
50994841	1
50994868	0
50994895	1
53586724	0
53586751	0
53586778	0
53586805	0
22614499	0
22614522	1
22614545	0
22614568	1
51049249	0
51049276	0
24058660	0
24058686	1
24058712	0
24058738	1
22613918	1
22613944	0
22613970	1
22613996	0
53580804	1
53580831	0
53580858	1
53580885	0
20587612	1
20587638	0
20587664	1
20587690	0
24065380	0
24065407	1
24065434	0
24065461	1
53581237	0
53581264	0
22670094	1
22670124	0
22670147	1
22670177	0
50993616	0
50993643	0
50993670	0
50993697	0
20587148	0
20587174	0
20587200	0
20587226	0
22580492	0
22580520	1
22580548	0
22580576	1
22579847	0
22579870	1
22579893	0
22579916	1
53582656	1
53582683	1
53582710	0
53582737	0
53582764	0
53582791	0
53582818	0
22670978	1
22671003	1
53582304	0
53582331	0
20586908	0
20586934	1
20586986	1
20586960	0
53587663	0
53587690	0
53587717	0
53587744	0
50998981	1
50999008	1
53586869	0
53586896	0
24054997	0
24055024	0
24055051	0
24055078	0
20587054	1
20587080	1
24065251	1
24065270	0
24065289	1
24065308	0
50998322	0
50998349	0
50996325	0
50996352	1
50996379	0
50996406	1
50997597	0
50997624	0
50997651	0
50997678	0
50995872	0
50995899	0
22580654	1
22580680	0
22580706	1
22580732	0
50995963	0
50995990	0
20588654	0
20588680	0
50994110	0
50994137	0
50994164	0
50994191	0
50994273	1
50994300	0
50994327	0
50994354	1
50994381	0
50994408	0
53581124	0
53581151	0
20587902	0
20587928	0
53580979	0
53581006	0
53581033	0
53581060	0
50998580	0
50998607	0
50998634	0
50998661	0
22678449	0
22678472	0
22678495	0
22678518	0
22580015	0
22580038	1
22580068	0
22580098	1
22613770	1
22613796	0
22613822	1
22613848	0
24055725	0
24055752	0
24055779	0
24055806	0
